contract_id,event_date,event_type
137950,2021-03-30 14:15:16,Оборудование
137950,2021-03-30 14:26:00,Состояние клиентского оборудования
137950,2021-03-30 21:49:29,Замена оборудования
137950,2021-03-30 21:49:29,Отключение услуги Аренда ТВ-приставки
137950,2021-03-31 19:54:44,Активация точки подключения на сутки
139196,2021-04-22 16:44:19,Перенос денежных средств
139196,2021-04-22 16:46:17,Изменение истории
140593,2021-03-03 23:40:11,Активация гарантированного платежа
140593,2021-03-03 23:40:43,Предложение тарифа
140593,2021-03-03 23:40:48,Обращение в службу заботы о клиентах
140593,2021-03-03 23:49:26,Обращение в службу заботы о клиентах
140593,2021-04-07 11:46:15,Обращение в службу заботы о клиентах
140593,2021-04-07 11:46:23,Активация гарантированного платежа
140593,2021-04-07 11:46:31,Предложение ТВ
140593,2021-04-09 12:18:57,Обращение в службу заботы о клиентах
140593,2021-04-11 15:56:44,Обращение в службу заботы о клиентах
140593,2021-04-13 23:46:59,Перенос денежных средств
140892,2021-03-24 18:08:29,Обращение в службу заботы о клиентах
140892,2021-03-24 18:08:37,Смена схемы оплаты
140892,2021-03-24 18:15:58,Внутреннее сообщение
140903,2021-03-02 13:09:19,Смена пароля
140903,2021-03-02 13:11:32,Обращение в службу заботы о клиентах
140903,2021-03-02 13:12:06,Предложение тарифа
141226,2021-04-10 10:05:47,Внутреннее сообщение
141226,2021-04-10 18:11:24,Изменение данных клиента
141226,2021-04-10 18:11:26,Смена IP-адреса
141226,2021-04-10 18:11:53,Смена пароля
141226,2021-04-10 18:15:13,Активация точки подключения на сутки
141226,2021-04-13 18:39:38,Добавление в Обращались с номеров
141226,2021-04-13 18:43:15,Предложение автоплатежа
141226,2021-04-13 18:43:28,Обращение в службу заботы о клиентах
142761,2021-04-08 09:56:44,Обращение в службу заботы о клиентах
142761,2021-04-08 09:57:30,Внутреннее сообщение
142761,2021-04-10 18:17:52,Обращение в службу заботы о клиентах
144018,2021-03-19 10:07:01,Обращение в службу заботы о клиентах
144018,2021-03-19 10:08:52,Внутреннее сообщение
144018,2021-03-19 10:12:39,Предложение IPTV
144018,2021-04-18 23:17:12,Перенос денежных средств
144018,2021-04-18 23:17:29,Перенос денежных средств
144398,2021-04-02 10:35:24,Обращение в службу заботы о клиентах
144840,2021-03-24 19:09:57,Отключение услуги Аренда ТВ-приставки
144840,2021-03-24 19:10:02,Оборудование
146645,2021-04-22 10:25:53,Удаление телефона из записи
146645,2021-04-22 10:26:55,Удаление из Обращались с номеров
147313,2021-03-20 10:44:12,Добавление в Обращались с номеров
147313,2021-03-20 10:45:22,Предложение тарифа
147313,2021-03-20 10:47:55,Обращение в службу заботы о клиентах
147313,2021-04-13 21:56:40,Реестр договоров
147488,2021-03-19 16:20:48,Обращение в службу заботы о клиентах
147488,2021-03-19 16:23:05,Обращение в службу заботы о клиентах
147488,2021-04-01 13:49:39,Отключение услуги Аренда ТВ-приставки
147488,2021-04-01 13:49:42,Оборудование
147488,2021-04-01 13:49:52,Обращение в службу заботы о клиентах
147488,2021-04-08 13:30:17,Обращение в службу заботы о клиентах
149149,2021-03-11 10:07:53,Закрепление сообщения
149149,2021-03-11 19:57:07,Обращение в службу заботы о клиентах
149149,2021-04-07 23:17:23,Реестр договоров
149149,2021-04-26 18:00:02,Обращение в службу заботы о клиентах
149149,2021-04-26 18:28:13,Обращение в службу заботы о клиентах
149149,2021-04-27 12:55:11,Обращение в службу заботы о клиентах
149149,2021-04-27 12:55:24,Отключение услуги Аренда ТВ-приставки
149149,2021-04-27 12:55:27,Оборудование
149149,2021-04-27 13:27:24,Смена тарифа
150068,2021-04-09 19:15:37,Добавление в Обращались с номеров
150068,2021-04-09 19:16:45,Операция с mac-адресом
150068,2021-04-10 13:55:56,Обращение в службу заботы о клиентах
150501,2021-04-09 09:13:23,Внутреннее сообщение
151151,2021-04-04 16:55:10,Обращение в службу заботы о клиентах
151151,2021-04-04 17:17:23,Изменение истории
151151,2021-04-04 17:17:37,Перенос денежных средств
151998,2021-04-10 14:16:40,Обращение в службу заботы о клиентах
151998,2021-04-10 14:26:56,Обращение в службу заботы о клиентах
151998,2021-04-12 13:29:27,Обращение в службу заботы о клиентах
151998,2021-04-20 15:14:50,Обращение в службу заботы о клиентах
151998,2021-04-20 15:15:30,Отключение услуги Аренда ТВ-приставки
151998,2021-04-20 15:15:35,Оборудование
152339,2021-04-18 13:31:36,Внутреннее сообщение
152339,2021-04-20 15:32:32,Обращение в службу заботы о клиентах
152638,2021-03-23 16:22:46,Отключение услуги Аренда ТВ-приставки
152638,2021-03-23 16:22:50,Оборудование
152638,2021-03-23 16:23:02,Обращение в службу заботы о клиентах
152877,2021-04-23 12:30:06,Добавление в Обращались с номеров
153077,2021-04-09 11:04:00,Обращение в службу заботы о клиентах
154942,2021-04-27 11:25:30,Внутреннее сообщение
154942,2021-04-27 14:30:44,Отключение услуги Аренда ТВ-приставки
